,DOCNUM,POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,RATE,BP CATEGORY,TRANSPORTER NAME,Vehicle Type,Business Heads,U_AssetClass,FlowName,Loss
3530,GJ/241902217,2020-03-12,2020-03-12,2020-03-12,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,94300
3534,KT/291901337,2020-03-12,2020-03-12,2020-03-12,10003129,GARG PVT Ltd_Kolar,AUTO,South,RENTAL,KOLAR,Karnataka,10003129,GARG PVT Ltd_Kolar,KA02,branch_Bangalore-Hobli,Return,6000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Abhiman Jairam,FLC - Small,GARG PVT-Malur-GARG PVT-Malur,138000
3542,GJ/241902208,2020-03-12,2020-03-12,2020-03-12,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,126500
3549,HR/61901999,2020-03-12,2020-03-11,2020-03-12,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,73,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,167900
3551,GJ/241902188,2020-03-12,2020-03-11,2020-03-12,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,115000
3553,GJ/241902239,2020-03-13,2020-03-13,2020-03-13,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,1,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,2300
3555,TN/331903019,2020-03-13,2020-03-13,2020-03-13,10003038,Kobel CE Pvt Ltd_Chittor,AUTO,South,RENTAL,Chittoor,Andhra Pradesh,10003038,Kobel CE Pvt Ltd_Chittor,TN01,branch_Chennai,Return,8500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,80,2300,OEM,Busybuzz Logistics Solutions Pvt. Ltd. - Tamilnadu,20ft Vehicle,Abhiman Jairam,FLC - Small,KOBELCO-CHITTOR-KOBELCO-CHITTOR,184000
3557,AP/371900998,2020-03-13,2020-03-13,2020-03-13,10002986,JBMA Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002986,JBMA Pvt Ltd _ Pune,MH02,branch_Pune,Return,2100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,21,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JBM MA AUTOMOTI-PUNE-JBM MA AUTOMOTI-PUNE,48300
3558,Primary/62692,2020-03-13,2020-03-12,2020-03-13,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,138000
3559,TN/331903015,2020-03-13,2020-03-13,2020-03-13,10002962,Daimler _DC_ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002962,Daimler _DC_ Chennai,TN01,branch_Chennai,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,DAIMLER-CHENNAI-DAIMLER-CHENNAI,138000
3562,Primary/62529,2020-03-13,2020-03-13,2020-03-13,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002941,TMO Car plant - Pune,MH02,branch_Pune,Return,2900.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,92000
3565,UT/51900443,2020-03-13,2020-03-12,2020-03-13,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,1000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,27,2300,OEM,Dinesh Logistics,17ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,62100
3567,Primary/62811,2020-03-13,2020-03-13,2020-03-13,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,126500
3570,AP/371900989,2020-03-13,2020-02-10,2020-03-13,10002724,Havon Pvt Ltd. _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002724,Havon Pvt Ltd. - Pune,MH02,branch_Pune,Return,3000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,HANON AUTO-PUNE-HANON AUTO-PUNE,75900
3571,AP/371900995,2020-03-13,2020-03-13,2020-03-13,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,10002851,TMO Limited (Pimpri) - pune,MH02,branch_Pune,Return,2900.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,32,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,73600
3573,AP/371900999,2020-03-13,2020-03-13,2020-03-13,10002986,JBMA Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002986,JBMA Pvt Ltd _ Pune,MH02,branch_Pune,Return,2400.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,17,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,JBM MA AUTOMOTI-PUNE-JBM MA AUTOMOTI-PUNE,39100
3575,AP/371900990,2020-03-13,2020-02-17,2020-03-13,10002724,Havon Pvt Ltd. _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002724,Havon Pvt Ltd. - Pune,MH02,branch_Pune,Return,3000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,34,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,HANON AUTO-PUNE-HANON AUTO-PUNE,78200
3576,MH/271903340,2020-03-13,2020-03-12,2020-03-13,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,83,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),190900
3579,Primary/62742,2020-03-13,2020-03-12,2020-03-13,10002929,Harmilap Logistics service _ Neemrana,AUTO,North,RENTAL,Neemrana,Rajasthan,10002929,Harmilap Logistics service - Neemrana,HY01,branch_Pataudi,Return,6500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,HARMILAP-NEEMRANA-HARMILAP-NEEMRANA,138000
3585,TN/331903021,2020-03-13,2020-03-07,2020-03-13,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000003,BFLC PP 1465 X 1130,1,2700,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Big,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,2700
3588,Primary/62558,2020-03-13,2020-03-13,2020-03-13,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,19,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,43700
3591,TN/331903023,2020-03-13,2020-03-07,2020-03-13,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,22,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,50600
3593,AP/371900992,2020-03-13,2020-03-13,2020-03-13,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,32,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,73600
3595,TN/331903000,2020-03-13,2020-03-13,2020-03-13,10002886,America Axe management _ KANCHIPURAM,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002886,America Axe management _ KANCHIPURAM,TN01,branch_Chennai,Return,6000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,18,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,AMERICAN-KANCHEEPURA-AMERICAN-KANCHEEPURA,41400
3598,AP/371900994,2020-03-13,2020-03-13,2020-03-13,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,3000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,75900
3599,TN/331903004,2020-03-13,2020-03-13,2020-03-13,10002927,RICA INDUSTRIES LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002927,RICA INDUSTRIES LTD - Kanchipuram,TN01,branch_Chennai,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,66,2300,Non-OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,RICO-KANCHEEPURAM-RICO-KANCHEEPURAM,151800
3600,AP/371900991,2020-03-13,2020-03-13,2020-03-13,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,19,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,43700
3601,TN/331903021,2020-03-13,2020-03-07,2020-03-13,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,6,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,13800
3605,Primary/62786,2020-03-13,2020-03-13,2020-03-13,10003023,GARG Pvt Ltd_ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10003023,GARG Pvt Ltd- Pune,MH02,branch_Pune,Return,2300.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,Gates-Pune-Gates-Pune,92000
3614,AP/371901008,2020-03-14,2020-03-14,2020-03-14,10002946,SpiceS Pvt Ltd_ Jodalli,AUTO,South,RENTAL,Jodalli,Karnataka,10002946,SpiceS Pvt. Ltd. - Jodalli,MH02,branch_Pune,Return,14000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,39,2300,OEM,Cresel Roadways Pvt. Ltd.,20ft Vehicle,Abhiman Jairam,FLC - Small,SPICER-JODALLI-SPICER-JODALLI,89700
3615,GJ/241902265,2020-03-14,2020-03-14,2020-03-14,10002960,TVT Log  Ltd _ Becharaji,AUTO,West,RENTAL,Becharaji,Gujarat,10002960,TVT Log  Ltd. - Becharaji,GJ02,branch_Kanera,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,23,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TVS LOGI-BECHARAJI-TVS LOGI-BECHARAJI,52900
3618,AP/371901006,2020-03-14,2019-12-31,2020-03-14,10002873,TMO Ltd _ Dharwad,AUTO,South,RENTAL,Dharwad,Karnataka,10002873,TMO Ltd - Dharwad,MH02,branch_Pune,Return,15000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,46,2300,OEM,Cresel Roadways Pvt. Ltd.,20ft Vehicle,Abhiman Jairam,FLC - Small,TATA MOTO -DHARWAD-TATA MOTO -DHARWAD,105800
3619,Primary/63257,2020-03-14,2020-03-13,2020-03-14,10002881,JCF Faridabad _ Faridabad,AUTO,North,RENTAL,Faridabad,Haryana,10002881,JCF Faridabad - Faridabad,HY01,branch_Pataudi,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,17,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,JCF-FARIDABAD-JCF-FARIDABAD,39100
3624,AP/371901007,2020-03-14,2020-03-13,2020-03-14,10002921,Maha AM Ltd _ Jaipur,AUTO,North,RENTAL,Jaipur,Rajasthan,10002921,Maha AM Ltd - Jaipur,HY01,branch_Pataudi,Return,8500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,M&M-JAIPUR-M&M-JAIPUR,94300
3626,UT/51900447,2020-03-14,2020-03-13,2020-03-14,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002904,Ashoka Pvt Ltd - Pantnagar,UT01,branch_Rudrapur,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,10,2300,OEM,Dinesh Logistics,Tata 407,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,23000
3627,TN/331903029,2020-03-14,2020-03-07,2020-03-14,10003176,Vibrate Noida Pvt Ltd _SR Logistics,AUTO,South,RENTAL,Chennai,Tamil Nadu,10003176,Vibrate Noida Pvt Ltd (SR Logistics),TN01,branch_Chennai,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,25,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,Vibracoustic-SR Logi-Vibracoustic-SR Logi,57500
3628,TN/331903027,2020-03-14,2020-03-14,2020-03-14,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,69000
3630,UT/51900449,2020-03-14,2020-03-13,2020-03-14,10002916,TMO Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002916,TMO Ltd - Pantnagar,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,4,2300,OEM,Dinesh Logistics,Tata 407,Anup Soni,FLC - Small,TATA MOTO -PANTNAGAR-TATA MOTO -PANTNAGAR,9200
3636,Primary/63167,2020-03-14,2020-03-14,2020-03-14,10002873,TMO Ltd _ Dharwad,AUTO,South,RENTAL,Dharwad,Karnataka,10002873,TMO Ltd - Dharwad,MH02,branch_Pune,Return,15000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Cresel Roadways Pvt. Ltd.,19ft Vehicle,Abhiman Jairam,FLC - Small,TATA MOTO -DHARWAD-TATA MOTO -DHARWAD,103500
3637,Primary/63256,2020-03-14,2020-03-14,2020-03-14,10002906,Maha AM Ltd_ Nashik,AUTO,West,RENTAL,Nashik,Maharashtra,10002906,Maha AM Ltd- Nashik,MH02,branch_Pune,Return,7650.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,18,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NASHIK-M&M-NASHIK,41400
3640,GJ/241902269,2020-03-14,2020-03-14,2020-03-14,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,90,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,207000
3647,GJ/241902267,2020-03-14,2020-03-14,2020-03-14,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,51,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,117300
3648,AP/371901009,2020-03-14,2020-03-14,2020-03-14,10002724,Havon Pvt Ltd. _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002724,Havon Pvt Ltd. - Pune,MH02,branch_Pune,Return,2400.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,HANON AUTO-PUNE-HANON AUTO-PUNE,82800
3649,MH/271903355,2020-03-14,2020-03-13,2020-03-14,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,80,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),184000
3652,Primary/63230,2020-03-14,2019-12-13,2020-03-14,10002946,SpiceS Pvt Ltd_ Jodalli,AUTO,South,RENTAL,Jodalli,Karnataka,10002946,SpiceS Pvt. Ltd. - Jodalli,MH02,branch_Pune,Return,7000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,42,2300,OEM,Cresel Roadways Pvt. Ltd.,17ft Vehicle,Abhiman Jairam,FLC - Small,SPICER-JODALLI-SPICER-JODALLI,96600
3654,MH/271903375,2020-03-14,2020-03-13,2020-03-14,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,48,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),110400
3656,AP/371901015,2020-03-15,2020-03-15,2020-03-15,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,MH02,branch_Pune,Return,24000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,69000
3657,AP/371901014,2020-03-15,2020-03-15,2020-03-15,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,24000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,9,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,20700
3660,TN/331903075,2020-03-16,2020-03-12,2020-03-16,10002883,TURBINE PVT LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002883,TURBINE PVT LTD - Kanchipuram,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,3,2300,Non-OEM,TRIL TRANSPORT,Tata Ace,Abhiman Jairam,FLC - Small,TURBO-KANCHEEPURAM-TURBO-KANCHEEPURAM,6900
3664,AP/371901020,2020-03-16,2020-03-14,2020-03-16,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,53,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,121900
3665,AP/371901023,2020-03-16,2020-03-16,2020-03-16,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,10002851,TMO Limited (Pimpri) - pune,MH02,branch_Pune,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,38,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,87400
3666,JH/201900352,2020-03-16,2020-01-06,2020-03-16,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,1,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,2300
3668,HR/61902079,2020-03-16,2020-03-14,2020-03-16,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,9500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,92000
3669,TN/331903077,2020-03-16,2020-03-16,2020-03-16,10002877,Ashoka Pvt Ltd _ Chennai_Ennore,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002877,Ashoka Pvt Ltd - Chennai(Ennore),TN01,branch_Chennai,Return,3700.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,52,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,ALL-CHENNAI-ALL-CHENNAI,119600
3670,JH/201900348,2020-03-16,2020-01-04,2020-03-16,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
