,DOCNUM,POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,RATE,BP CATEGORY,TRANSPORTER NAME,Vehicle Type,Business Heads,U_AssetClass,FlowName,Loss
18724,GJ21/242002216,2021-08-17,2021-08-17,2021-08-17,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,56,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,128800
18726,MH21/272005436,2021-08-18,2021-08-17,2021-08-18,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,82800
18730,MH21/272005474,2021-08-18,2021-08-17,2021-08-18,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002941,TMO Car plant - Pune,MH02,branch_Pune,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,27,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,62100
18732,HR21/62003556,2021-08-18,2021-08-17,2021-08-18,10002961,TVT Log  Ltd _ Jamalpur,AUTO,North,RENTAL,Jamalpur,Haryana,10002961,TVT Log  Ltd. - Jamalpur,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TVS LOGI-JAMALPUR-TVS LOGI-JAMALPUR,103500
18736,UT21/52000536,2021-08-18,2021-08-17,2021-08-18,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,39,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,89700
18737,MH21/272005472,2021-08-18,2021-08-17,2021-08-18,10002943,Fia Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002943,Fia Pvt Ltd _ Pune,MH02,branch_Pune,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,32,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,FIAT INDIA-PUNE-FIAT INDIA-PUNE,73600
18741,HR21/62003558,2021-08-18,2021-08-17,2021-08-18,10003028,Vibrate Noida Pvt Ltd _ Noida,AUTO,North,RENTAL,Noida,Uttar Pradesh,10003028,Vibrate Noida Pvt Ltd - Noida,HY01,branch_Pataudi,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,Vibracoustic-Noida-Vibracoustic-Noida,115000
18743,MH21/272005440,2021-08-18,2021-08-16,2021-08-18,10002724,Havon Pvt Ltd. _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002724,Havon Pvt Ltd. - Pune,MH02,branch_Pune,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,Non-OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,HANON AUTO-PUNE-HANON AUTO-PUNE,82800
18744,JH21/202000342,2021-08-18,2021-08-18,2021-08-18,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
18746,HR21/62003561,2021-08-18,2021-08-18,2021-08-18,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,103500
18751,MH21/272005444,2021-08-18,2021-08-16,2021-08-18,10002946,SpiceS Pvt Ltd_ Jodalli,AUTO,South,RENTAL,Jodalli,Karnataka,10002946,SpiceS Pvt. Ltd. - Jodalli,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,42,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Abhiman Jairam,FLC - Small,SPICER-JODALLI-SPICER-JODALLI,96600
18755,MH21/272005438,2021-08-18,2021-08-16,2021-08-18,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,10002851,TMO Limited (Pimpri) - pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,46,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,105800
18766,HR21/62003604,2021-08-19,2021-08-18,2021-08-19,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,103500
18767,MH21/272005517,2021-08-19,2021-08-19,2021-08-19,10003204,MMN _Nashik,AUTO,West,RENTAL,Nashik,Maharashtra,10003204,MMN _Nashik,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,37,2300,OEM,Activate Enterprises,32ft SXL,Amrut Dsak,FLC - Small,MMM-Nashik-MMM-Nashik,85100
18772,MH21/272005508,2021-08-19,2021-08-19,2021-08-19,10003009,UCAL FUEL SYSTEMS LTD _ Aurangabad,AUTO,West,RENTAL,Aurangabad,Maharashtra,10003009,UCAL FUEL SYSTEMS LTD - Aurangabad,MH02,branch_Pune,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,UCAL FUEL-AURANGABAD-UCAL FUEL-AURANGABAD,161000
18787,HR21/62003618,2021-08-19,2021-08-18,2021-08-19,10002921,Maha AM Ltd _ Jaipur,AUTO,North,RENTAL,Jaipur,Rajasthan,10002921,Maha AM Ltd - Jaipur,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,42,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,M&M-JAIPUR-M&M-JAIPUR,96600
18798,HR21/62003598,2021-08-19,2021-08-19,2021-08-19,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,103500
18801,JH21/202000344,2021-08-19,2021-08-19,2021-08-19,10002965,Tayto Cumen Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002965,Tayto Cumen Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,8500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,Kunna Enterprises,14Ft Vehicle,Anup Soni,FLC - Small,TATA CUMM -JAMSHEDPU-TATA CUMM -JAMSHEDPU,69000
18804,HR21/62003593,2021-08-19,2021-08-17,2021-08-19,10002921,Maha AM Ltd _ Jaipur,AUTO,North,RENTAL,Jaipur,Rajasthan,10002921,Maha AM Ltd - Jaipur,HY01,branch_Pataudi,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,M&M-JAIPUR-M&M-JAIPUR,138000
18805,HR21/62003602,2021-08-19,2021-08-19,2021-08-19,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,56,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,128800
18814,MH21/272005506,2021-08-19,2021-08-17,2021-08-19,10003023,GARG Pvt Ltd_ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10003023,GARG Pvt Ltd- Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,46,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,Gates-Pune-Gates-Pune,105800
18819,MH21/272005491,2021-08-19,2021-08-18,2021-08-19,10002880,Maha AM Ltd _ Mumbai,AUTO,West,RENTAL,Mumbai,Maharashtra,10002880,Maha AM Ltd. - Mumbai,MH03,branch_Bhiwandi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,4,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,M&M-MUMBAI-OLD 1ST-M&M-MUMBAI-OLD 1ST,9200
18822,UT21/52000548,2021-08-19,2021-08-19,2021-08-19,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002904,Ashoka Pvt Ltd - Pantnagar,UT01,branch_Rudrapur,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,54,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,124200
18825,JH21/202000346,2021-08-19,2021-08-19,2021-08-19,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
18836,HR21/62003656,2021-08-20,2021-08-20,2021-08-20,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18843,UT21/52000555,2021-08-20,2021-08-20,2021-08-20,10002934,Ucal Radiant Consultancy _Rudrapur _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002934,Radiant Consultancy (Rudrapur) - Rudrapur,UT01,branch_Rudrapur,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,56,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,RADIANT CON-RUDRAPUR-RADIANT CON-RUDRAPUR,128800
18865,HR21/62003640,2021-08-20,2021-08-20,2021-08-20,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,103500
18872,HR21/62003642,2021-08-20,2021-08-20,2021-08-20,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18882,HR21/62003673,2021-08-21,2021-08-21,2021-08-21,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,35,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,80500
18883,JH21/202000348,2021-08-21,2021-08-21,2021-08-21,10002965,Tayto Cumen Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002965,Tayto Cumen Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,Kunna Enterprises,14Ft Vehicle,Anup Soni,FLC - Small,TATA CUMM -JAMSHEDPU-TATA CUMM -JAMSHEDPU,69000
18885,UT21/52000559,2021-08-21,2021-08-21,2021-08-21,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002904,Ashoka Pvt Ltd - Pantnagar,UT01,branch_Rudrapur,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,103500
18889,GJ21/242002289,2021-08-21,2021-08-21,2021-08-21,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,138000
18892,MH21/272005621,2021-08-21,2021-08-21,2021-08-21,10003010,UCAL FUEL SYSTEMS LTD _ PUNE,AUTO,West,RENTAL,Pune,Maharashtra,10003010,UCAL FUEL SYSTEMS LTD. - PUNE,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,UCAL FUEL-PUNE-UCAL FUEL-PUNE,92000
18893,UT21/52000557,2021-08-21,2021-08-21,2021-08-21,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,17000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,94300
18896,HR21/62003671,2021-08-21,2021-08-20,2021-08-21,10004562,SM ISU LIMITED _ Ropar,AUTO,North,RENTAL,Ropar,Punjab,10004562,SM ISU LIMITED _ Ropar,HY01,branch_Pataudi,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,SML - Ropar-SML - Ropar,103500
18897,GJ21/242002283,2021-08-21,2021-08-21,2021-08-21,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,9000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,100,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,230000
18898,MH21/272005617,2021-08-21,2021-08-20,2021-08-21,10002933,Maha AM Ltd _ Igatpuri,AUTO,West,RENTAL,Igatpuri,Maharashtra,10002933,Maha AM Ltd - Igatpuri,MH02,branch_Pune,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,15,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,M&M-IGATPURI-M&M-IGATPURI,34500
18899,GJ21/242002292,2021-08-21,2021-08-20,2021-08-21,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,4,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,9200
18900,HR21/62003669,2021-08-21,2021-08-20,2021-08-21,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,48,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,110400
18901,GJ21/242002302,2021-08-21,2021-08-21,2021-08-21,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,92000
18904,MH21/272005615,2021-08-21,2021-08-20,2021-08-21,10002936,Maha AUTO. Ltd  Zaheerabad AD,AUTO,South,RENTAL,Zaheerabad,Telangana,10002936,Maha AUTO.  Ltd (Zaheerabad) - Zaheerabad,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,39,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Abhiman Jairam,FLC - Small,M&M-ZAHEERABAD (AD)-M&M-ZAHEERABAD (AD),89700
18922,HR21/62003697,2021-08-23,2021-08-23,2021-08-23,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,6500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18923,HR21/62003695,2021-08-23,2021-08-23,2021-08-23,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18929,MH21/272005669,2021-08-23,2021-08-20,2021-08-23,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002941,TMO Car plant - Pune,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,38,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,87400
18934,HR21/62003693,2021-08-23,2021-08-23,2021-08-23,10002961,TVT Log  Ltd _ Jamalpur,AUTO,North,RENTAL,Jamalpur,Haryana,10002961,TVT Log  Ltd. - Jamalpur,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TVS LOGI-JAMALPUR-TVS LOGI-JAMALPUR,75900
18935,MH21/272005650,2021-08-23,2021-08-20,2021-08-23,10002943,Fia Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002943,Fia Pvt Ltd _ Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,FIAT INDIA-PUNE-FIAT INDIA-PUNE,69000
18947,MH21/272005664,2021-08-23,2021-08-23,2021-08-23,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,166,2300,OEM,LOGICAL TECH LLP,32ft SXL,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,381800
18950,JH21/202000351,2021-08-23,2021-08-23,2021-08-23,10002965,Tayto Cumen Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002965,Tayto Cumen Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,Kunna Enterprises,14Ft Vehicle,Anup Soni,FLC - Small,TATA CUMM -JAMSHEDPU-TATA CUMM -JAMSHEDPU,69000
18955,JH21/202000353,2021-08-24,2021-08-20,2021-08-24,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
18956,HR21/62003712,2021-08-24,2021-08-24,2021-08-24,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18974,MH21/272005758,2021-08-25,2021-08-21,2021-08-25,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,31,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,71300
18976,MH21/272005756,2021-08-25,2021-08-23,2021-08-25,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,31,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,71300
18978,HR21/62003733,2021-08-25,2021-08-17,2021-08-25,10003028,Vibrate Noida Pvt Ltd _ Noida,AUTO,North,RENTAL,Noida,Uttar Pradesh,10003028,Vibrate Noida Pvt Ltd - Noida,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,53,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,Vibracoustic-Noida-Vibracoustic-Noida,121900
18980,HR21/62003731,2021-08-25,2021-08-25,2021-08-25,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,47,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,108100
18995,GJ21/242002346,2021-08-25,2021-08-24,2021-08-25,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,65,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,149500
